project_id,title,description,country,budget,hourly_low,hourly_high,is_hourly,project_text
772,[bermuda] looking for a freelancer to visit stores and click product pictures,"we are looking for a freelancer to assist us in conducting a research study. the research method will be primary research, wherein we require you to visit stores and help us with high-quality shelf pictures of the following categories :packaged waterflavored waterenhanced watercarbonates colacarbonates non-colastill drinksjuicesnectarssports drinksrtd teathe deliverables should match the following requirements:1. high quality picture2. cover all categories in each store3. time stamp should be visible in the picture.the compensation will be per store basis, please reach out to us for further details or any clarification.posted on: february 17, 2024 10:31 utccategory: market researchskills:product photographyskills:        product photographycountry: indiaclick to apply",India,0,0,0,null,"[bermuda] looking for a freelancer to visit stores and click product pictures we are looking for a freelancer to assist us in conducting a research study. the research method will be primary research, wherein we require you to visit stores and help us with high-quality shelf pictures of the following categories :packaged waterflavored waterenhanced watercarbonates colacarbonates non-colastill drinksjuicesnectarssports drinksrtd teathe deliverables should match the following requirements:1. high quality picture2. cover all categories in each store3. time stamp should be visible in the picture.the compensation will be per store basis, please reach out to us for further details or any clarification.posted on: february 17, 2024 10:31 utccategory: market researchskills:product photographyskills:        product photographycountry: indiaclick to apply"
773,bahada indonesia teacher with mandarin,"teaching bahasa indonesia in different level.have teaching experience.good communication.speak mandarin is a must.self motivated.hourly range: $10.00-$15.00posted on: february 17, 2024 10:31 utccategory: language tutoringskills:college & university,     native fluency,     bhasa,     chineseskills:        college & university,                     native fluency,                     bhasa,                     chinesecountry: chinaclick to apply",China,0,10,15,TRUE,"bahada indonesia teacher with mandarin teaching bahasa indonesia in different level.have teaching experience.good communication.speak mandarin is a must.self motivated.hourly range: $10.00-$15.00posted on: february 17, 2024 10:31 utccategory: language tutoringskills:college & university,     native fluency,     bhasa,     chineseskills:        college & university,                     native fluency,                     bhasa,                     chinesecountry: chinaclick to apply"
774,experienced copywriter,"job summary:we are looking for a dynamic and experienced professional copywriter to join our team. the ideal candidate will have a proven track record in crafting compelling copy for various platforms, with a specific focus on high-performance email marketing, scripting for content creation, and writing effective landing pages.this role requires a creative individual who is not only skilled in writing but also in understanding the nuances of digital marketing strategies.key responsibilities:- email marketing: develop and execute email marketing campaigns that drive engagement and sales. write persuasive and clear email copy that resonates with our target audience.- content creation scripting: craft scripts for various content formats including videos, podcasts, and webinars. ensure the content aligns with our brand voice and marketing objectives.- landing page writing: create compelling landing pages that effectively convert visitors into leads and customers. understand the principles of conversion-focused...",Australia,0,8,15,TRUE,"experienced copywriter job summary:we are looking for a dynamic and experienced professional copywriter to join our team. the ideal candidate will have a proven track record in crafting compelling copy for various platforms, with a specific focus on high-performance email marketing, scripting for content creation, and writing effective landing pages.this role requires a creative individual who is not only skilled in writing but also in understanding the nuances of digital marketing strategies.key responsibilities:- email marketing: develop and execute email marketing campaigns that drive engagement and sales. write persuasive and clear email copy that resonates with our target audience.- content creation scripting: craft scripts for various content formats including videos, podcasts, and webinars. ensure the content aligns with our brand voice and marketing objectives.- landing page writing: create compelling landing pages that effectively convert visitors into leads and customers. understand the principle..."
775,data entry expert needed urgently,"i need someone who can use google map to add real estate companies data based in usa on a google sheet. information needed is like company's name, linkedin url of company and ceo, ceo email, ceo first name, ceo second name, phone number if available, exact address etcbudget: $5posted on: february 17, 2024 10:31 utccategory: data entryskills:data entry,     microsoft excel,     administrative support,     wordpress,     microsoft word,     google docs,     accuracy verificationskills:        data entry,                     microsoft excel,                     administrative support,                     wordpress,                     microsoft word,                     google docs,                     accuracy verificationcountry: united kingdomclick to apply",United Kingdom,5,0,0,FALSE,"data entry expert needed urgently i need someone who can use google map to add real estate companies data based in usa on a google sheet. information needed is like company's name, linkedin url of company and ceo, ceo email, ceo first name, ceo second name, phone number if available, exact address etcbudget: $5posted on: february 17, 2024 10:31 utccategory: data entryskills:data entry,     microsoft excel,     administrative support,     wordpress,     microsoft word,     google docs,     accuracy verificationskills:        data entry,                     microsoft excel,                     administrative support,                     wordpress,                     microsoft word,                     google docs,                     accuracy verificationcountry: united kingdomclick to apply"
776,"voice over (female, american accent)","hello,we're looking for a female voiceover with american accent for short explanations during an interview with patient. it should be an authoritative and credible voice.there are 8 sentences for voice over in the video, which is  around 6 minutes long.waiting for your proposal :)thanksbudget: $100posted on: february 17, 2024 10:30 utccategory: voice talentskills:voice acting,     american english accent,     us english dialect,     femaleskills:        voice acting,                     american english accent,                     us english dialect,                     femalecountry: israelclick to apply",Israel,100,0,0,FALSE,"voice over (female, american accent) hello,we're looking for a female voiceover with american accent for short explanations during an interview with patient. it should be an authoritative and credible voice.there are 8 sentences for voice over in the video, which is  around 6 minutes long.waiting for your proposal :)thanksbudget: $100posted on: february 17, 2024 10:30 utccategory: voice talentskills:voice acting,     american english accent,     us english dialect,     femaleskills:        voice acting,                     american english accent,                     us english dialect,                     femalecountry: israelclick to apply"
777,video editor to create 10-12 min youtube videos,"hi,i am looking for a youtube video editor who has experience in taking audio scripts (i will provide the audio and script) and bringing them to life for my faceless youtube channel.videos are mostly list-type videos, for example, the nine most dangerous animals in the world.must understand copyright laws and sourcing royalty-free footage (storyblocks, wikicommons, animations, etc.).must understand user retention time and videos must be highly engaging. see examples below:https://www.youtube.com/@beamazedbudget is $60 per video. videos will be 10-12 minutes long.budget: $60posted on: february 17, 2024 10:30 utccategory: video editingskills:video editing,     adobe premiere proskills:        video editing,                     adobe premiere procountry: united kingdomclick to apply",United Kingdom,60,0,0,FALSE,"video editor to create 10-12 min youtube videos hi,i am looking for a youtube video editor who has experience in taking audio scripts (i will provide the audio and script) and bringing them to life for my faceless youtube channel.videos are mostly list-type videos, for example, the nine most dangerous animals in the world.must understand copyright laws and sourcing royalty-free footage (storyblocks, wikicommons, animations, etc.).must understand user retention time and videos must be highly engaging. see examples below:https://www.youtube.com/@beamazedbudget is $60 per video. videos will be 10-12 minutes long.budget: $60posted on: february 17, 2024 10:30 utccategory: video editingskills:video editing,     adobe premiere proskills:        video editing,                     adobe premiere procountry: united kingdomclick to apply"
778,[aruba] looking for a freelancer to visit stores and click product pictures,"we are looking for a freelancer to assist us in conducting a research study. the research method will be primary research, wherein we require you to visit stores and help us with high-quality shelf pictures of the following categories :packaged waterflavored waterenhanced watercarbonates colacarbonates non-colastill drinksjuicesnectarssports drinksrtd teathe deliverables should match the following requirements:1. high quality picture2. cover all categories in each store3. time stamp should be visible in the picture.the compensation will be per store basis, please reach out to us for further details or any clarification.posted on: february 17, 2024 10:30 utccategory: market researchskills:product photographyskills:        product photographycountry: indiaclick to apply",India,0,0,0,null,"[aruba] looking for a freelancer to visit stores and click product pictures we are looking for a freelancer to assist us in conducting a research study. the research method will be primary research, wherein we require you to visit stores and help us with high-quality shelf pictures of the following categories :packaged waterflavored waterenhanced watercarbonates colacarbonates non-colastill drinksjuicesnectarssports drinksrtd teathe deliverables should match the following requirements:1. high quality picture2. cover all categories in each store3. time stamp should be visible in the picture.the compensation will be per store basis, please reach out to us for further details or any clarification.posted on: february 17, 2024 10:30 utccategory: market researchskills:product photographyskills:        product photographycountry: indiaclick to apply"
779,drawing creation from detailed pictures of wooden dome construction,"we are seeking a skilled individual who can transform detailed pictures of a wooden dome construction into specific drawings. the pictures provide a comprehensive view of the construction process, and we need accurate and detailed drawings based on these images.responsibilities:- create precise drawings based on the provided pictures of the wooden dome construction.- ensure that the drawings reflect the dimensions, materials, and construction techniques accurately.- collaborate closely with our team to understand specific requirements and adjustments.requirements:- proficiency in drawing software or tools capable of creating detailed and accurate technical drawings.- experience in architectural or construction drawings preferred.- strong attention to detail and ability to interpret complex images into clear and understandable drawings.- excellent communication skills to discuss project requirements and modifications effectively.if you have a proven track record of creating high-quality drawings and can acc...",Estonia,0,20,40,TRUE,"drawing creation from detailed pictures of wooden dome construction we are seeking a skilled individual who can transform detailed pictures of a wooden dome construction into specific drawings. the pictures provide a comprehensive view of the construction process, and we need accurate and detailed drawings based on these images.responsibilities:- create precise drawings based on the provided pictures of the wooden dome construction.- ensure that the drawings reflect the dimensions, materials, and construction techniques accurately.- collaborate closely with our team to understand specific requirements and adjustments.requirements:- proficiency in drawing software or tools capable of creating detailed and accurate technical drawings.- experience in architectural or construction drawings preferred.- strong attention to detail and ability to interpret complex images into clear and understandable drawings.- excellent communication skills to discuss project requirements and modifications effectively.if you have..."
780,sql query building,"i got stuck with finding the right sql query.i have a table of user activities with the following columns: date, user_id, activity, desci need to display the whole table + 2 new columns that displays the nearest &quot;sleep&quot; activity's date and desc, having a total of 6 columns:date, user_id, activity, desc, nearest_sleep_date, nearest_sleep_descbudget: $20posted on: february 17, 2024 10:29 utccategory: database developmentskills:sql,     mysql programmingskills:        sql,                     mysql programmingcountry: philippinesclick to apply",Philippines,20,0,0,FALSE,"sql query building i got stuck with finding the right sql query.i have a table of user activities with the following columns: date, user_id, activity, desci need to display the whole table + 2 new columns that displays the nearest &quot;sleep&quot; activity's date and desc, having a total of 6 columns:date, user_id, activity, desc, nearest_sleep_date, nearest_sleep_descbudget: $20posted on: february 17, 2024 10:29 utccategory: database developmentskills:sql,     mysql programmingskills:        sql,                     mysql programmingcountry: philippinesclick to apply"
781,"compile list of significant achievements, inventions, and discoveries by women - arts &amp; humanities","150 entries are neededthe category is arts and humanitiesin your excel sheet,the columns should be titled:1. what (inventions, discoveries, achievements, and significant contributions)2. description (100 - 200 words)3. when (date)4. location (city)5. location (country)6. who (name)7. year of birth8. year of death (if applicable)9. categorybudget: $15posted on: february 17, 2024 10:29 utccategory: general research servicesskills:data entry,     topic researchskills:        data entry,                     topic researchcountry: united kingdomclick to apply",United Kingdom,15,0,0,FALSE,"compile list of significant achievements, inventions, and discoveries by women - arts &amp; humanities 150 entries are neededthe category is arts and humanitiesin your excel sheet,the columns should be titled:1. what (inventions, discoveries, achievements, and significant contributions)2. description (100 - 200 words)3. when (date)4. location (city)5. location (country)6. who (name)7. year of birth8. year of death (if applicable)9. categorybudget: $15posted on: february 17, 2024 10:29 utccategory: general research servicesskills:data entry,     topic researchskills:        data entry,                     topic researchcountry: united kingdomclick to apply"
782,swimwear manufacturer needed,"we are looking for a swimwear manufacturer to create high-quality swimwear for our brand. the ideal candidate should have experience in swimwear manufacturing and a track record of producing stylish and functional designs. responsibilities include fabric sourcing, pattern making, sample creation, and production management. the successful candidate will have excellent attention to detail and a strong understanding of current swimwear trends.skills needed:- swimwear design and manufacturing- fabric sourcing- pattern making- sample creation- production managementthis is a medium-sized project that will require collaboration and communication with our design team. the estimated duration of the project is 3 to 6 months.we are seeking an expert swimwear manufacturer who can deliver exceptional quality and meet strict deadlines. experience in the swimwear industry is a must.if you are passionate about swimwear manufacturing and have the skills and expertise we are looking for, please apply with your portfolio and...",Australia,0,35,70,TRUE,"swimwear manufacturer needed we are looking for a swimwear manufacturer to create high-quality swimwear for our brand. the ideal candidate should have experience in swimwear manufacturing and a track record of producing stylish and functional designs. responsibilities include fabric sourcing, pattern making, sample creation, and production management. the successful candidate will have excellent attention to detail and a strong understanding of current swimwear trends.skills needed:- swimwear design and manufacturing- fabric sourcing- pattern making- sample creation- production managementthis is a medium-sized project that will require collaboration and communication with our design team. the estimated duration of the project is 3 to 6 months.we are seeking an expert swimwear manufacturer who can deliver exceptional quality and meet strict deadlines. experience in the swimwear industry is a must.if you are passionate about swimwear manufacturing and have the skills and expertise we are looking for, please ..."
783,investor deck for startup,"we are seeking a freelancer to create an investor deck for our startup. the deck should effectively communicate our vision, value proposition, market opportunity, and growth potential. the freelancer should have experience in creating compelling and visually appealing investor decks, with a strong understanding of the startup landscape. they should be able to highlight our key differentiators and present our business in a clear and concise manner.relevant skills:- investor deck creation- business pitch- market research- market opportunity analysisposted on: february 17, 2024 10:29 utccategory: presentation designskills:pitchbook,     business plan,     presentations,     presentation design,     business presentationskills:        pitchbook,                     business plan,                     presentations,                     presentation design,                     business presentationcountry: turkeyclick to apply",Turkey,0,0,0,null,"investor deck for startup we are seeking a freelancer to create an investor deck for our startup. the deck should effectively communicate our vision, value proposition, market opportunity, and growth potential. the freelancer should have experience in creating compelling and visually appealing investor decks, with a strong understanding of the startup landscape. they should be able to highlight our key differentiators and present our business in a clear and concise manner.relevant skills:- investor deck creation- business pitch- market research- market opportunity analysisposted on: february 17, 2024 10:29 utccategory: presentation designskills:pitchbook,     business plan,     presentations,     presentation design,     business presentationskills:        pitchbook,                     business plan,                     presentations,                     presentation design,                     business presentationcountry: turkeyclick to apply"
784,web development freelancer,"i am looking for a skilled web developer to assist with various web development tasks. the ideal candidate should have expertise in html, css, javascript, and experience working with content management systems. strong attention to detail and the ability to meet deadlines is crucial. the freelancer will be responsible for developing and implementing web applications, creating responsive designs, and troubleshooting issues as needed. additionally, the candidate should have excellent communication skills and be able to collaborate effectively with the project team.skills:- html- css- javascript- content management systems- attention to detail- time managementhourly range: $15.00-$35.00posted on: february 17, 2024 10:28 utccategory: full stack developmentskills:wordpress,     web development,     web design,     php,     javascriptskills:        wordpress,                     web development,                     web design,                     php,                     javascriptcountry: indiaclick to apply",India,0,15,35,TRUE,"web development freelancer i am looking for a skilled web developer to assist with various web development tasks. the ideal candidate should have expertise in html, css, javascript, and experience working with content management systems. strong attention to detail and the ability to meet deadlines is crucial. the freelancer will be responsible for developing and implementing web applications, creating responsive designs, and troubleshooting issues as needed. additionally, the candidate should have excellent communication skills and be able to collaborate effectively with the project team.skills:- html- css- javascript- content management systems- attention to detail- time managementhourly range: $15.00-$35.00posted on: february 17, 2024 10:28 utccategory: full stack developmentskills:wordpress,     web development,     web design,     php,     javascriptskills:        wordpress,                     web development,                     web design,                     php,                     javascriptcount..."
785,social media manager (influencer),"we are seeking a skilled social media manager with expertise in managing influencer campaigns. as a social media manager (influencer), you will be responsible for developing and implementing strategies to effectively engage with influencers and promote our brand across various social media platforms. you will collaborate with the marketing team to identify and onboard relevant influencers, negotiate contracts, and monitor campaign performance. the ideal candidate should have a strong understanding of social media trends, excellent communication skills, and a proven track record of successfully managing influencer partnerships.skills:- social media management- influencer marketing- content creation- campaign monitoring- communication skillsexperience level: expertbudget: $3,000posted on: february 17, 2024 10:28 utccategory: social media marketingskills:instagram,     social media management,     social media marketing,     social media content creationskills:        instagram,                     social med...",United States,3000,0,0,FALSE,"social media manager (influencer) we are seeking a skilled social media manager with expertise in managing influencer campaigns. as a social media manager (influencer), you will be responsible for developing and implementing strategies to effectively engage with influencers and promote our brand across various social media platforms. you will collaborate with the marketing team to identify and onboard relevant influencers, negotiate contracts, and monitor campaign performance. the ideal candidate should have a strong understanding of social media trends, excellent communication skills, and a proven track record of successfully managing influencer partnerships.skills:- social media management- influencer marketing- content creation- campaign monitoring- communication skillsexperience level: expertbudget: $3,000posted on: february 17, 2024 10:28 utccategory: social media marketingskills:instagram,     social media management,     social media marketing,     social media content creationskills:        instagr..."
786,rf_invertedfractalzigzag_ea_v1.1,"rf_invertedfractalzigzag_ea_v1.1hi,please code the ea so theinvertedfractalzigzag can trade1)by itself, or 2)combined with 1other indicator, 2 other indicators,or 3 other indicators, whichever option i chooseplease correct any errors or warnings:open the.mq4 source code fileclick the 'errors' tab in the bottom left cornerat the top of the window, click 'compile'in the errors window, check and repaireach error or warning, until code is cleanthe name of the new, modified ea will be:'rf_invertedfractalzigzag_ea_v1.1'thanks for your helprandyposted on: february 16, 2024 16:10 utccategory: electronic engineeringskills:c++,     mql 4skills:        c++,                     mql 4country: united statesclick to apply",United States,0,0,0,null,"rf_invertedfractalzigzag_ea_v1.1 rf_invertedfractalzigzag_ea_v1.1hi,please code the ea so theinvertedfractalzigzag can trade1)by itself, or 2)combined with 1other indicator, 2 other indicators,or 3 other indicators, whichever option i chooseplease correct any errors or warnings:open the.mq4 source code fileclick the 'errors' tab in the bottom left cornerat the top of the window, click 'compile'in the errors window, check and repaireach error or warning, until code is cleanthe name of the new, modified ea will be:'rf_invertedfractalzigzag_ea_v1.1'thanks for your helprandyposted on: february 16, 2024 16:10 utccategory: electronic engineeringskills:c++,     mql 4skills:        c++,                     mql 4country: united statesclick to apply"
787,anpssung css und html einer webseite,"ich benötige für meinen selbstprogrammierten online-shop „bio-leine.de“ eine  css+html anpassung. beginnend mit der optimierung einer produktseiteim laufe des jahres habe ich den shop selbst umgebaut, damit er mobilfreundlicher/responsive ist. aufgrund von zeitproblemen konnte ich leider nicht alles so anpassen, wie es ursprünglich geplant war und benötige jetzt unterstützung.die seite soll exakt so angepasst werden wie auf dem screenshot im anhang.ich liefere ein zip mit den notwendigen dateienviele grüßejoachimhourly range: $15.00-$130.00posted on: february 16, 2024 16:10 utccategory: front-end developmentskills:html,     cssskills:        html,                     csscountry: germanyclick to apply",Germany,0,15,130,TRUE,"anpssung css und html einer webseite ich benötige für meinen selbstprogrammierten online-shop „bio-leine.de“ eine  css+html anpassung. beginnend mit der optimierung einer produktseiteim laufe des jahres habe ich den shop selbst umgebaut, damit er mobilfreundlicher/responsive ist. aufgrund von zeitproblemen konnte ich leider nicht alles so anpassen, wie es ursprünglich geplant war und benötige jetzt unterstützung.die seite soll exakt so angepasst werden wie auf dem screenshot im anhang.ich liefere ein zip mit den notwendigen dateienviele grüßejoachimhourly range: $15.00-$130.00posted on: february 16, 2024 16:10 utccategory: front-end developmentskills:html,     cssskills:        html,                     csscountry: germanyclick to apply"
788,google cloud structure architect specialist,"we are seeking a structure architect specialist with expertise in google cli and google clouds. the ideal candidate will be responsible for designing and implementing infrastructure solutions in google cloud platform. the specialist will collaborate with the team to understand requirements, analyze current infrastructure, and design scalable and secure solutions. they will also be responsible for configuring and optimizing google cloud services using the cli and managing infrastructure as code. the successful candidate should have a strong understanding of google cloud architecture and good experience with infrastructure as code principles.posted on: february 16, 2024 16:09 utccategory: structural engineeringskills:google cloud platform,     cloud computing,     java,     kubernetesskills:        google cloud platform,                     cloud computing,                     java,                     kubernetescountry: canadaclick to apply",Canada,0,0,0,null,"google cloud structure architect specialist we are seeking a structure architect specialist with expertise in google cli and google clouds. the ideal candidate will be responsible for designing and implementing infrastructure solutions in google cloud platform. the specialist will collaborate with the team to understand requirements, analyze current infrastructure, and design scalable and secure solutions. they will also be responsible for configuring and optimizing google cloud services using the cli and managing infrastructure as code. the successful candidate should have a strong understanding of google cloud architecture and good experience with infrastructure as code principles.posted on: february 16, 2024 16:09 utccategory: structural engineeringskills:google cloud platform,     cloud computing,     java,     kubernetesskills:        google cloud platform,                     cloud computing,                     java,                     kubernetescountry: canadaclick to apply"
789,wordpress custom developer,"seeking a full time developer who works well with wordpress, complex forms, custom plugins, payments, custom builds and integrations compatible with wordpress.must be willing to work us hours and can communicate in english well by writing.hourly range: $15.00posted on: february 16, 2024 16:09 utccategory: back-end developmentskills:wordpress,     css,     php,     javascript,     web development,     html,     mysql,     html5,     web design,     jqueryskills:        wordpress,                     css,                     php,                     javascript,                     web development,                     html,                     mysql,                     html5,                     web design,                     jquerycountry: united statesclick to apply",United States,0,15,0,TRUE,"wordpress custom developer seeking a full time developer who works well with wordpress, complex forms, custom plugins, payments, custom builds and integrations compatible with wordpress.must be willing to work us hours and can communicate in english well by writing.hourly range: $15.00posted on: february 16, 2024 16:09 utccategory: back-end developmentskills:wordpress,     css,     php,     javascript,     web development,     html,     mysql,     html5,     web design,     jqueryskills:        wordpress,                     css,                     php,                     javascript,                     web development,                     html,                     mysql,                     html5,                     web design,                     jquerycountry: united statesclick to apply"
790,b2b lead generation ğÿš€,"bonjour ! ğÿ‘‹nous sommes à la recherche d'une personne chargée d'identifier et de cibler activement des entreprises dans différents secteurs d'activités. votre mission consistera à rechercher avec précision des marques et à établir des contacts pertinents au sein de ces entreprises, notamment les directeurs e-commerce, les directeurs digitaux, et d'autres responsables clés.ğÿ‘©ğÿ�»‍ğÿ’» vos missions :- identifier et compiler une liste exhaustive d'entreprises dans un secteur d'activité qui vous sera assigné.- rechercher et valider les informations de contact des décideurs clés, tels que les directeurs e-commerce, les directeurs digitaux, etc.- utiliser des outils et des plateformes spécialisés pour optimiser le processus de génération de leads.ğÿ™‹ profil recherché :- expérience préalable dans un rôle similaire de génération de leads.- capacité démontrée à atteindre des objectifs quantitatifs tout en maintenant la qualité des leads.- francais courantveuillez postuler sur upwork en proposant votre tarif ğÿ...",France,1500,0,0,FALSE,"b2b lead generation ğÿš€ bonjour ! ğÿ‘‹nous sommes à la recherche d'une personne chargée d'identifier et de cibler activement des entreprises dans différents secteurs d'activités. votre mission consistera à rechercher avec précision des marques et à établir des contacts pertinents au sein de ces entreprises, notamment les directeurs e-commerce, les directeurs digitaux, et d'autres responsables clés.ğÿ‘©ğÿ�»‍ğÿ’» vos missions :- identifier et compiler une liste exhaustive d'entreprises dans un secteur d'activité qui vous sera assigné.- rechercher et valider les informations de contact des décideurs clés, tels que les directeurs e-commerce, les directeurs digitaux, etc.- utiliser des outils et des plateformes spécialisés pour optimiser le processus de génération de leads.ğÿ™‹ profil recherché :- expérience préalable dans un rôle similaire de génération de leads.- capacité démontrée à atteindre des objectifs quantitatifs tout en maintenant la qualité des leads.- francais courantveuillez postuler sur upwork en..."
791,test android app,"we need your support with testing the android version of our pause breathwork app.we need users with real devices,preferably newer android-based devices,the ability to do a full phone/screen capture of the entire navigation of the app.&quot;over-the-shoulder type recording is even better&quot;i will need you to share your email with me, so i can add you to our play store testing list,after that, we will send you the internal test linkaction steps:1. subscribe to the app with google login2. log out again and create an account with email signup3. log out again and log in with email4. go through the onboarding steps5. start a breathing exercise in 2 different categories (3 min - 5min, 25 min)6. watch a breathing pattern video7. and just explore the app functionality for 15 minutesbudget: $25posted on: february 16, 2024 16:09 utccategory: manual testingskills:android,     smartphone,     mobile app testing,     tabletskills:        android,                     smartphone,                     mobile app testing...",United States,25,0,0,FALSE,"test android app we need your support with testing the android version of our pause breathwork app.we need users with real devices,preferably newer android-based devices,the ability to do a full phone/screen capture of the entire navigation of the app.&quot;over-the-shoulder type recording is even better&quot;i will need you to share your email with me, so i can add you to our play store testing list,after that, we will send you the internal test linkaction steps:1. subscribe to the app with google login2. log out again and create an account with email signup3. log out again and log in with email4. go through the onboarding steps5. start a breathing exercise in 2 different categories (3 min - 5min, 25 min)6. watch a breathing pattern video7. and just explore the app functionality for 15 minutesbudget: $25posted on: february 16, 2024 16:09 utccategory: manual testingskills:android,     smartphone,     mobile app testing,     tabletskills:        android,                     smartphone,                     m..."
792,custom work in api,"i need interface plugin with app via custom api createdhourly range: $15.00-$50.00posted on: february 16, 2024 16:08 utccategory: full stack developmentskills:api,     php,     api integration,     wordpressskills:        api,                     php,                     api integration,                     wordpresscountry: italyclick to apply",Italy,0,15,50,TRUE,"custom work in api i need interface plugin with app via custom api createdhourly range: $15.00-$50.00posted on: february 16, 2024 16:08 utccategory: full stack developmentskills:api,     php,     api integration,     wordpressskills:        api,                     php,                     api integration,                     wordpresscountry: italyclick to apply"
793,logo refining,"i already have a logo made i need that logo redefined, enhanced to make it stand out. it is not a big job but i would like someone who can get this done as soon as possible and do a good job at it.budget: $20posted on: february 16, 2024 16:08 utccategory: graphic designskills:logo design,     graphic designskills:        logo design,                     graphic designcountry: united statesclick to apply",United States,20,0,0,FALSE,"logo refining i already have a logo made i need that logo redefined, enhanced to make it stand out. it is not a big job but i would like someone who can get this done as soon as possible and do a good job at it.budget: $20posted on: february 16, 2024 16:08 utccategory: graphic designskills:logo design,     graphic designskills:        logo design,                     graphic designcountry: united statesclick to apply"
794,data analyst needed for auto dealership - daily market evaluation of vehicles - full time position,"looking for a professional data analyst to help evaluate daily market inventory according to set parameters that you will be trained on to workbook cars that are on the wholesale market for purchase.this is a monday - saturday position.  the expected time of work will be 20-30 hours per week to start.then can turn into 40 hours after up to speed.hourly range: $5.00-$8.00posted on: february 16, 2024 16:08 utccategory: data analyticsskills:product analytics,     marketing analytics,     sales analytics,     operations analytics,     exploratory data analysis,     microsoft excel,     data analysis,     administrative support,     data entry,     customer serviceskills:        product analytics,                     marketing analytics,                     sales analytics,                     operations analytics,                     exploratory data analysis,                     microsoft excel,                     data analysis,                     administrative support,                     data entry,     ...",United States,0,5,8,TRUE,"data analyst needed for auto dealership - daily market evaluation of vehicles - full time position looking for a professional data analyst to help evaluate daily market inventory according to set parameters that you will be trained on to workbook cars that are on the wholesale market for purchase.this is a monday - saturday position.  the expected time of work will be 20-30 hours per week to start.then can turn into 40 hours after up to speed.hourly range: $5.00-$8.00posted on: february 16, 2024 16:08 utccategory: data analyticsskills:product analytics,     marketing analytics,     sales analytics,     operations analytics,     exploratory data analysis,     microsoft excel,     data analysis,     administrative support,     data entry,     customer serviceskills:        product analytics,                     marketing analytics,                     sales analytics,                     operations analytics,                     exploratory data analysis,                     microsoft excel,                 ..."
795,website design and build,"i need a website designed for my holiday lighting company. we are an all-inclusive holiday lighting company - that provides seasonal lighting for residential and commercial properties - as well as hoa's and events. we are pioneers in rgbw technology in our area. we have engineered an rgbw christmas tree display , fully app controlled from the ease of a cellphone, that is a seasonal rental.we have many images that are edited and ready to go with our logo of our work from the past season. it is also extremely important to us that our website displays all of our products and offerings.competitor’s websites (what do you like and not like?): festiveglow.com  -- we like: the emphasis on the logo with animation on the welcome page, the map of the service area, the background image used on the website.twinklenights.com -- we like: the pricing examples, the &quot;get your free quote&quot; button on the top of the page, the faq's section (is a must for our website), the countdown to christmas, the video displaying s...",United States,0,0,0,null,"website design and build i need a website designed for my holiday lighting company. we are an all-inclusive holiday lighting company - that provides seasonal lighting for residential and commercial properties - as well as hoa's and events. we are pioneers in rgbw technology in our area. we have engineered an rgbw christmas tree display , fully app controlled from the ease of a cellphone, that is a seasonal rental.we have many images that are edited and ready to go with our logo of our work from the past season. it is also extremely important to us that our website displays all of our products and offerings.competitor’s websites (what do you like and not like?): festiveglow.com  -- we like: the emphasis on the logo with animation on the welcome page, the map of the service area, the background image used on the website.twinklenights.com -- we like: the pricing examples, the &quot;get your free quote&quot; button on the top of the page, the faq's section (is a must for our website), the countdown to christma..."
796,ui ux designer needed for a web design studio!,"hello there!i am looking for a ui/ux designer for our web design studio!the person we want to work with must be a very good designer who also understands user experience and how to engage users.the main job will be to create the design and layout for the websites in figma/photoshop or similar. that means creating the color palette, choosing the fonts, icons, header, mobile menu, and everything else associated with the design.when submitting a design for a website, we will need the color codes, fonts, and the design for every page.you will not be responsible for the implementation of the design to the website. just the design part.payments: we work on fixed-price terms. before the start of every project, we agree on the price and then we start.please include the word &quot;webdesign&quot; in your application.more information will be given in the next steps.thank you!hourly range: $10.00-$35.00posted on: february 16, 2024 16:07 utccategory: web designskills:web design,     mockup,     wireframing,     graphi...",Bulgaria,0,10,35,TRUE,"ui ux designer needed for a web design studio! hello there!i am looking for a ui/ux designer for our web design studio!the person we want to work with must be a very good designer who also understands user experience and how to engage users.the main job will be to create the design and layout for the websites in figma/photoshop or similar. that means creating the color palette, choosing the fonts, icons, header, mobile menu, and everything else associated with the design.when submitting a design for a website, we will need the color codes, fonts, and the design for every page.you will not be responsible for the implementation of the design to the website. just the design part.payments: we work on fixed-price terms. before the start of every project, we agree on the price and then we start.please include the word &quot;webdesign&quot; in your application.more information will be given in the next steps.thank you!hourly range: $10.00-$35.00posted on: february 16, 2024 16:07 utccategory: web designskills:web ..."
